1000	1001
2000	1001
3000	1000
4000	1000
5000	1502
6000	1503
7000	2001
8000	2002
9000	3002
10000	3002
11000	4002
12000	3003
13000	5004
14000	6004
15000	4002
16000	6000
17000	4004
18000	5003
19000	7005
20000	7005
21000	6004
22000	6005
23000	7507
24000	6003
25000	8507
26000	8085
27000	9007
28000	7004
29000	8006
30000	10008
