1000	5003
2000	25019
3000	26017
4000	41535
5000	68048
6000	89067
7000	122106
8000	156642
9000	205655
10000	244899
11000	300799
12000	354282
13000	412306
14000	477381
15000	550714
16000	629572
17000	700847
18000	795977
19000	874729
20000	977795
21000	1086864
22000	1194993
23000	1293933
24000	1423304
25000	1554737
26000	1657757
27000	1806737
28000	1950771
29000	2059344
30000	2215521
