1000	2000
2000	9006
3000	18014
4000	38533
5000	57555
6000	74559
7000	89071
8000	113690
9000	141344
10000	174628
11000	214809
12000	248396
13000	295722
14000	339264
15000	392296
16000	453373
17000	506934
18000	564457
19000	632681
20000	702268
21000	773479
22000	842784
23000	929004
24000	1010805
25000	1139046
26000	1179949
27000	1294291
28000	1368737
29000	1460851
30000	1558372
