1000	2001
2000	7005
3000	17012
4000	29021
5000	46976
6000	66549
7000	83562
8000	109096
9000	135087
10000	171627
11000	206187
12000	241682
13000	283740
14000	328752
15000	376265
16000	428542
17000	485414
18000	552491
19000	614991
20000	670559
21000	740630
22000	811637
23000	888750
24000	966757
25000	1055869
26000	1134131
27000	1226058
28000	1317078
29000	1417271
30000	1516443
