1000	0
2000	1562.5
3000	1000
4000	1562.5
5000	1562.5
6000	2163.4
7000	3160.5
8000	1562.4
9000	3125.1
10000	2213.3
11000	3125.1
12000	3125.1
13000	3625.8
14000	3275.3
15000	3126.7
16000	3775.8
17000	3126.8
18000	4685.9
19000	5335
20000	5125
21000	5341.7
22000	6250.1
23000	5340.2
24000	4686
25000	6904.3
26000	5339.9
27000	6251.8
28000	6904.1
29000	6902.5
30000	7812.7
